Time [s],Packet ID,MOSI,MISO
-0.000001041666667,,0x11,
0.000000625000000,,0x31,
0.000011083333333,,0x85,
0.000021375000000,,0x3C,
0.000032708333333,,0x3C,
0.000044000000000,,0x32,
0.000055458333333,,0x85,
0.000065750000000,,0x3C,
0.000077083333333,,0x3C,
0.000088416666667,,0x33,
0.000099875000000,,0x85,
0.000110166666667,,0x3C,
0.000121500000000,,0x3C,
0.000132791666667,,0x05,
0.000144125000000,,0x3C,
0.000155458333333,,0x3C,
0.000166791666667,,0x34,
0.000178250000000,,0x83,
0.000188541666667,,0x40,
0.000200000000000,,0xA8,
0.000210291666667,,0x08,
0.000221583333333,,0x04,
0.000232916666667,,0x41,
0.000244375000000,,0xC0,
0.000254666666667,,0xC2,
0.000266125000000,,0x8D,
0.000276416666667,,0x00,
0.000287750000000,,0x43,
0.000299208333333,,0x8D,
0.000309500000000,,0x95,
0.000320791666667,,0x44,
0.000332250000000,,0x8D,
0.000342541666667,,0xEE,
0.000353875000000,,0xC5,
0.000365333333333,,0x9A,
0.000375625000000,,0x36,
0.000387083333333,,0x40,
0.000397375000000,,0xE0,
0.000408833333333,,0x84,
0.000419125000000,,0x22,
0.000430458333333,,0x07,
0.000441750000000,,0x0A,
0.000453083333333,,0x2E,
0.000464416666667,,0x30,
0.000475750000000,,0x25,
0.000487083333333,,0x12,
0.000498416666667,,0x28,
0.000509708333333,,0x26,
0.000521041666667,,0x2E,
0.000532375000000,,0x3A,
0.000543708333333,,0x00,
0.000555041666667,,0x00,
0.000566333333333,,0x83,
0.000577666666667,,0x13,
0.000589000000000,,0x61,
0.000600458333333,,0x84,
0.000610750000000,,0x16,
0.000622083333333,,0x06,
0.000633416666667,,0x0D,
0.000644750000000,,0x17,
0.000656041666667,,0x83,
0.000667375000000,,0x23,
0.000678708333333,,0x27,
0.000690041666667,,0x27,
0.000701375000000,,0x25,
0.000712708333333,,0x2D,
0.000724041666667,,0x3B,
0.000735375000000,,0x00,
0.000746666666667,,0x01,
0.000758000000000,,0x04,
0.000769333333333,,0x0B,
0.000780666666667,,0x3A,
0.000792083333333,,0x05,
0.000802375000000,,0x29,
0.000813833333333,,0x7F,
0.000824833333333,,0xFF,
0.000835875000000,,0xFF,
0.000846875000000,,0xFF,
0.000857875000000,,0xFF,
0.000868916666667,,0xFF,
0.000879916666667,,0xFF,
0.000890916666667,,0xFF,
0.000901958333333,,0xFF,
0.000912958333333,,0xFF,
0.000923958333333,,0xFF,
0.000935000000000,,0xFF,
0.000946000000000,,0xFF,
0.000957000000000,,0xFF,
0.000968041666667,,0xFF,
0.000979041666667,,0xFF,
0.000990916666667,,0xFF,
0.001001958333333,,0xFF,
0.001012958333333,,0xFF,
0.001023958333333,,0xFF,
0.001035000000000,,0xFF,
0.001046000000000,,0xFF,
0.001057000000000,,0xFF,
0.001068000000000,,0xFF,
0.001079041666667,,0xFF,
0.001090041666667,,0xFF,
0.001101041666667,,0xFF,
0.001112083333333,,0xFF,
0.001123083333333,,0xFF,
0.001134083333333,,0xFF,
0.001145083333333,,0xFF,
0.001156125000000,,0xFF,
0.001167125000000,,0xFF,
0.001178125000000,,0xFF,
0.001189166666667,,0xFF,
0.001200166666667,,0xFF,
0.001211166666667,,0xFF,
0.001222166666667,,0xFF,
0.001233208333333,,0xFF,
0.001244208333333,,0xFF,
0.001255208333333,,0xFF,
0.001266250000000,,0xFF,
0.001277250000000,,0xFF,
0.001288250000000,,0xFF,
0.001299250000000,,0xFF,
0.001310291666667,,0xFF,
0.001321291666667,,0xFF,
0.001332291666667,,0xFF,
0.001343291666667,,0xFF,
0.001354291666667,,0xFF,
0.001365333333333,,0xFF,
0.001376333333333,,0xFF,
0.001387333333333,,0xFF,
0.001398375000000,,0xFF,
0.001409375000000,,0xFF,
0.001420375000000,,0xFF,
0.001431416666667,,0xFF,
0.001442416666667,,0xFF,
0.001453416666667,,0xFF,
0.001464458333333,,0xFF,
0.001475458333333,,0xFF,
0.001486458333333,,0xFF,
0.001497500000000,,0xFF,
0.001508500000000,,0xFF,
0.001519500000000,,0xFF,
0.001530500000000,,0xFF,
0.001541541666667,,0xFF,
0.001552541666667,,0xFF,
0.001563541666667,,0xFF,
0.001574583333333,,0xFF,
0.001585583333333,,0xFF,
0.001596583333333,,0xFF,
0.001607625000000,,0xFF,
0.001618625000000,,0xFF,
0.001629625000000,,0xFF,
0.001640625000000,,0xFF,
0.001651666666667,,0xFF,
0.001662666666667,,0xFF,
0.001673666666667,,0xFF,
0.001684708333333,,0xFF,
0.001695708333333,,0xFF,
0.001706708333333,,0xFF,
0.001717708333333,,0xFF,
0.001728708333333,,0xFF,
0.001739750000000,,0xFF,
0.001750750000000,,0xFF,
0.001761750000000,,0xFF,
0.001772750000000,,0xFF,
0.001783750000000,,0xFF,
0.001794750000000,,0xFF,
0.001805791666667,,0xFF,
0.001816791666667,,0xFF,
0.001827791666667,,0xFF,
0.001838791666667,,0xFF,
0.001849791666667,,0xFF,
0.001860791666667,,0xFF,
0.001871833333333,,0xFF,
0.001882833333333,,0xFF,
0.001893833333333,,0xFF,
0.001904833333333,,0xFF,
0.001915833333333,,0xFF,
0.001926875000000,,0xFF,
0.001937875000000,,0xFF,
0.001948875000000,,0xFF,
0.001959875000000,,0xFF,
0.001970916666667,,0xFF,
0.001981916666667,,0xFF,
0.001993875000000,,0xFF,
0.002004916666667,,0xFF,
0.002015916666667,,0xFF,
0.002026916666667,,0xFF,
0.002037916666667,,0xFF,
0.002048916666667,,0xFF,
0.002059958333333,,0xFF,
0.002070958333333,,0xFF,
0.002081958333333,,0xFF,
0.002092958333333,,0xFF,
0.002104000000000,,0xFF,
0.002115000000000,,0xFF,
0.002126000000000,,0xFF,
0.002137041666667,,0xFF,
0.002148041666667,,0xFF,
0.002159041666667,,0xFF,
0.002170041666667,,0xFF,
0.002181041666667,,0xFF,
0.002192083333333,,0xFF,
0.002203083333333,,0xFF,
0.002214083333333,,0xFF,
0.002225083333333,,0xFF,
0.002236125000000,,0xFF,
0.002247125000000,,0xFF,
0.002258125000000,,0xFF,
0.002269125000000,,0xFF,
0.002280125000000,,0xFF,
0.002291166666667,,0xFF,
0.002302166666667,,0xFF,
0.002313166666667,,0xFF,
0.002324166666667,,0xFF,
0.002335166666667,,0xFF,
0.002346208333333,,0xFF,
0.002357208333333,,0xFF,
0.002368208333333,,0xFF,
0.002379208333333,,0xFF,
0.002390208333333,,0xFF,
0.002401208333333,,0xFF,
0.002412250000000,,0xFF,
0.002423250000000,,0xFF,
0.002434250000000,,0xFF,
0.002445250000000,,0xFF,
0.002456250000000,,0xFF,
0.002467291666667,,0xFF,
0.002478291666667,,0xFF,
0.002489291666667,,0xFF,
0.002500291666667,,0xFF,
0.002511291666667,,0xFF,
0.002522333333333,,0xFF,
0.002533333333333,,0xFF,
0.002544333333333,,0xFF,
0.002555333333333,,0xFF,
0.002566375000000,,0xFF,
0.002577375000000,,0xFF,
0.002588375000000,,0xFF,
0.002599375000000,,0xFF,
0.002610375000000,,0xFF,
0.002621416666667,,0xFF,
0.002632416666667,,0xFF,
0.002643416666667,,0xFF,
0.002654416666667,,0xFF,
0.002665458333333,,0xFF,
0.002676458333333,,0xFF,
0.002687458333333,,0xFF,
0.002698458333333,,0xFF,
0.002709500000000,,0xFF,
0.002720500000000,,0xFF,
0.002731500000000,,0xFF,
0.002742541666667,,0xFF,
0.002753541666667,,0xFF,
0.002764541666667,,0xFF,
0.002775541666667,,0xFF,
0.002786583333333,,0xFF,
0.002797583333333,,0xFF,
0.002808583333333,,0xFF,
0.002819583333333,,0xFF,
0.002830625000000,,0xFF,
0.002841625000000,,0xFF,
0.002852625000000,,0xFF,
0.002863625000000,,0xFF,
0.002874625000000,,0xFF,
0.002885666666667,,0xFF,
0.002896666666667,,0xFF,
0.002907666666667,,0xFF,
0.002918666666667,,0xFF,
0.002929708333333,,0xFF,
0.002940708333333,,0xFF,
0.002951708333333,,0xFF,
0.002962708333333,,0xFF,
0.002973708333333,,0xFF,
0.002985708333333,,0xFF,
0.002996708333333,,0xFF,
0.003007708333333,,0xFF,
0.003018750000000,,0xFF,
0.003029750000000,,0xFF,
0.003040750000000,,0xFF,
0.003051750000000,,0xFF,
0.003062750000000,,0xFF,
0.003073791666667,,0xFF,
0.003084791666667,,0xFF,
0.003095791666667,,0xFF,
0.003106791666667,,0xFF,
0.003117791666667,,0xFF,
0.003128833333333,,0xFF,
0.003139833333333,,0xFF,
0.003150833333333,,0xFF,
0.003161875000000,,0xFF,
0.003172875000000,,0xFF,
0.003183875000000,,0xFF,
0.003194875000000,,0xFF,
0.003205916666667,,0xFF,
0.003216916666667,,0xFF,
0.003227916666667,,0xFF,
0.003238916666667,,0xFF,
0.003249958333333,,0xFF,
0.003260958333333,,0xFF,
0.003271958333333,,0xFF,
0.003282958333333,,0xFF,
0.003294000000000,,0xFF,
0.003305000000000,,0xFF,
0.003316000000000,,0xFF,
0.003327000000000,,0xFF,
0.003338041666667,,0xFF,
0.003349041666667,,0xFF,
0.003360041666667,,0xFF,
0.003371041666667,,0xFF,
0.003382083333333,,0xFF,
0.003393083333333,,0xFF,
0.003404083333333,,0xFF,
0.003415083333333,,0xFF,
0.003426083333333,,0xFF,
0.003437125000000,,0xFF,
0.003448125000000,,0xFF,
0.003459125000000,,0xFF,
0.003470166666667,,0xFF,
0.003481166666667,,0xFF,
0.003492166666667,,0xFF,
0.003503166666667,,0xFF,
0.003514208333333,,0xFF,
0.003525208333333,,0xFF,
0.003536208333333,,0xFF,
0.003547208333333,,0xFF,
0.003558250000000,,0xFF,
0.003569250000000,,0xFF,
0.003580250000000,,0xFF,
0.003591250000000,,0xFF,
0.003602291666667,,0xFF,
0.003613291666667,,0xFF,
0.003624291666667,,0xFF,
0.003635291666667,,0xFF,
0.003646333333333,,0xFF,
0.003657333333333,,0xFF,
0.003668333333333,,0xFF,
0.003679333333333,,0xFF,
0.003690333333333,,0xFF,
0.003701375000000,,0xFF,
0.003712375000000,,0xFF,
0.003723375000000,,0xFF,
0.003734375000000,,0xFF,
0.003745416666667,,0xFF,
0.003756416666667,,0xFF,
0.003767416666667,,0xFF,
0.003778416666667,,0xFF,
0.003789416666667,,0xFF,
0.003800458333333,,0xFF,
0.003811458333333,,0xFF,
0.003822458333333,,0xFF,
0.003833458333333,,0xFF,
0.003844500000000,,0xFF,
0.003855500000000,,0xFF,
0.003866500000000,,0xFF,
0.003877541666667,,0xFF,
0.003888541666667,,0xFF,
0.003899541666667,,0xFF,
0.003910541666667,,0xFF,
0.003921583333333,,0xFF,
0.003932583333333,,0xFF,
0.003943583333333,,0xFF,
0.003954625000000,,0xFF,
0.003965625000000,,0xFF,
0.003976625000000,,0xFF,
0.003988583333333,,0xFF,
0.003999583333333,,0xFF,
0.004010583333333,,0xFF,
0.004021583333333,,0xFF,
0.004032583333333,,0xFF,
0.004043583333333,,0xFF,
0.004054625000000,,0xFF,
0.004065625000000,,0xFF,
0.004076625000000,,0xFF,
0.004087625000000,,0xFF,
0.004098625000000,,0xFF,
0.004109666666667,,0xFF,
0.004120666666667,,0xFF,
0.004131666666667,,0xFF,
0.004142666666667,,0xFF,
0.004153708333333,,0xFF,
0.004164708333333,,0xFF,
0.004175708333333,,0xFF,
0.004186708333333,,0xFF,
0.004197750000000,,0xFF,
0.004208750000000,,0xFF,
0.004219750000000,,0xFF,
0.004230750000000,,0xFF,
0.004241791666667,,0xFF,
0.004252791666667,,0xFF,
0.004263791666667,,0xFF,
0.004274833333333,,0xFF,
0.004285833333333,,0xFF,
0.004296833333333,,0xFF,
0.004307833333333,,0xFF,
0.004318875000000,,0xFF,
0.004329875000000,,0xFF,
0.004340875000000,,0xFF,
0.004351875000000,,0xFF,
0.004362916666667,,0xFF,
0.004373916666667,,0xFF,
0.004384916666667,,0xFF,
0.004395958333333,,0xFF,
0.004406958333333,,0xFF,
0.004417958333333,,0xFF,
0.004428958333333,,0xFF,
0.004440000000000,,0xFF,
0.004451000000000,,0xFF,
0.004462000000000,,0xFF,
0.004473000000000,,0xFF,
0.004484041666667,,0xFF,
0.004495041666667,,0xFF,
0.004506041666667,,0xFF,
0.004517041666667,,0xFF,
0.004528083333333,,0xFF,
0.004539083333333,,0xFF,
0.004550083333333,,0xFF,
0.004561083333333,,0xFF,
0.004572125000000,,0xFF,
0.004583125000000,,0xFF,
0.004594125000000,,0xFF,
0.004605125000000,,0xFF,
0.004616125000000,,0xFF,
0.004627125000000,,0xFF,
0.004638166666667,,0xFF,
0.004649166666667,,0xFF,
0.004660166666667,,0xFF,
0.004671166666667,,0xFF,
0.004682166666667,,0xFF,
0.004693166666667,,0xFF,
0.004704166666667,,0xFF,
0.004715166666667,,0xFF,
0.004726208333333,,0xFF,
0.004737208333333,,0xFF,
0.004748208333333,,0xFF,
0.004759208333333,,0xFF,
0.004770208333333,,0xFF,
0.004781250000000,,0xFF,
0.004792250000000,,0xFF,
0.004803250000000,,0xFF,
0.004814291666667,,0xFF,
0.004825291666667,,0xFF,
0.004836291666667,,0xFF,
0.004847291666667,,0xFF,
0.004858333333333,,0xFF,
0.004869333333333,,0xFF,
0.004880333333333,,0xFF,
0.004891333333333,,0xFF,
0.004902375000000,,0xFF,
0.004913375000000,,0xFF,
0.004924375000000,,0xFF,
0.004935375000000,,0xFF,
0.004946416666667,,0xFF,
0.004957416666667,,0xFF,
0.004968416666667,,0xFF,
0.004979416666667,,0xFF,
0.004991416666667,,0xFF,
0.005002416666667,,0xFF,
0.005013416666667,,0xFF,
0.005024458333333,,0xFF,
0.005035458333333,,0xFF,
0.005046458333333,,0xFF,
0.005057458333333,,0xFF,
0.005068500000000,,0xFF,
0.005079500000000,,0xFF,
0.005090500000000,,0xFF,
0.005101500000000,,0xFF,
0.005112541666667,,0xFF,
0.005123541666667,,0xFF,
0.005134541666667,,0xFF,
0.005145541666667,,0xFF,
0.005156541666667,,0xFF,
0.005167583333333,,0xFF,
